,,,LineType,LossesCoeff,X,TTC,FixedCost,FxChargeRate
Barsi_220_kV,Barsi_60_kV,cc4,AC,0,0.023704828,9999,1.398190922,0.075
Mirador_220_kV,Mirador_60_kV,cc4,AC,0,0.096666667,9999,0.470596443,0.075
Malvinas_220_kV,Mirones_60_kV,cc4,AC,0,0.063055556,9999,0.641844654,0.075
Aeropuerto_220_kV,Aeropuerto_60_kV,cc4,AC,0,0.058,9999,0.59357001,0.075
SantaRosa_220_kV,SantaRosaLDS_60_kV,cc4,AC,0,0.020688047,9999,0.813092866,0.075
SantaRosa_220_kV,SantaRosaEDN_60_kV,cc4,AC,0,0.020688047,9999,0.984341077,0.075
Balnearios_220_kV,Balnearios_60_kV,cc4,AC,0,0.019048923,9999,1.907368937,0.075
SanJuan_220_kV,SanJuan_60_kV,cc4,AC,0,0.032347476,9999,1.05904,0.075
Pachacutec_220_kV,Pachacutec_60_kV,cc4,AC,0,0.047833333,9999,0.748726673,0.075
Industriales_220_kV,Puente_60_kV,cc4,AC,0,0.052551042,9999,0.813092866,0.075
Manchay_220_kV,Manchay_60_kV,cc4,AC,0,0.09175,9999,0.470596443,0.075
SanMiguel_220_kV,SanMiguel_60_kV,cc4,AC,0,0.042965626,9999,0.878023893,0.075
ChilcaREP_220_kV,Chilca_60_kV,cc4,AC,0,0.095,9999,0.470596443,0.075
AltoPraderas_220_kV,Praderas_60_kV,cc4,AC,0,0.052375,9999,0.813092866,0.075
Asia_220_kV,Bujama_60_kV,cc4,AC,0,0.139294118,9999,0.370701653,0.075
Independencia_220_kV,Independencia_60_kV,cc4,AC,0,0.093994787,9999,0.413513706,0.075
Chincha_220_kV,PuebloNuevo_60_kV,cc4,AC,0,0.196,9999,0.342160284,0.075
Marcona_220_kV,Marcona_60_kV,cc4,AC,0,0.096955655,9999,0.556220549,0.075
Nazca_220_kV,Nazca_60_kV,cc4,AC,0,0.191866667,9999,0.342160284,0.075
Callahuanca_220_kV,Callahuanca_60_kV,cc4,AC,0,0.138235294,9999,0.370701653,0.075
Mantaro_220_kV,Cobriza_69_kV,cc4,AC,0,0.2484,9999,0.257397239,0.075
Mollepata_220_kV,Mollepata_69_kV,cc4,AC,0,0.2196,9999,0.257397239,0.075
Huayucachi_220_kV,Huayucachi_60_kV,cc4,AC,0,0.201439206,9999,0.334975571,0.075
Orcotuna_220_kV,Orcotuna_60_kV,cc4,AC,0,0.22,9999,0.257397239,0.075
Oroya_220_kV,Oroya_50_kV,cc4,AC,0,0.1245,98,0.386694459,0.075
Carhuamayo_220_kV,Carhuamayo_138_kV,cc4,AC,0,0.120666667,147,0.515991678,0.075
Yuncan_220_kV,Yuncan_138_kV,cc4,AC,0,0.092833333,117.6,0.438413347,0.075
Paragsha_220_kV,Paragsha_138_kV,cc4,AC,0,0.07667,117.6,0.438413347,0.075
Huanuco_220_kV,HuanucoNueva_138_kV,cc4,AC,0,0.14,98,0.386694459,0.075
TingoMaria_220_kV,TingoMaria_138_kV,cc4,AC,0,0.141861219,98,0.386694459,0.075
Aguaytia_220_kV,Aguaytia(neutro)_138_kV,cc4,AC,0,0.1875,58.8,0.283256683,0.075
Aguaytia_138_kV,Aguaytia(neutro)_138_kV,cc4,AC,0,0.129,58.8,0.283256683,0.075
Aguaytia_22.9_kV,Aguaytia(neutro)_138_kV,cc4,AC,0,0.196166667,19.6,0.179818908,0.075
Moyobamba_220_kV,Moyobamba_138_kV,cc4,AC,0,0.07,98,0.386694459,0.075
Socabaya_220_kV,Socabaya_138_kV,cc4,AC,0,0.031433333,294,0.76766548,0.075
Moquegua_220_kV,Moquegua_138_kV,cc4,AC,0,0.0226,588,1.407230939,0.075
LosHeroes_220_kV,Tacna_66_kV,cc4,AC,0,0.256,58.8,0.299348231,0.075
Ilo3_220_kV,Ilo3_138_kV,cc4,AC,0,0.025037494,392,0.980853966,0.075
Puno_220_kV,Puno_138_kV,cc4,AC,0,0.1015,117.6,0.438413347,0.075
Juliaca_220_kV,Juliaca_138_kV,cc4,AC,0,0.1015,98,0.386694459,0.075
Azangaro_220_kV,Azangaro_138_kV,cc4,AC,0,0.1015,98,0.386694459,0.075
Tintaya_220_kV,Tintaya_138_kV,cc4,AC,0,0.07296,122.5,0.451343068,0.075
Kayra_220_kV,Kayra_138_kV,cc4,AC,0,0.116666667,117.6,0.438413347,0.075
Suriray_220_kV,Suriray_138_kV,cc4,AC,0,0.055918889,220.5,0.709937507,0.075
Abancay_220_kV,Abancay_138_kV,cc4,AC,0,0.104670833,117.6,0.438413347,0.075
Carhuaquero_138_kV,Cutervo_138_kV,cc4,AC,0,0.171783239,34.3,0.569066909,0.075
Cutervo_138_kV,Jaen_138_kV,cc4,AC,0,0.241455842,24.5,0.576756489,0.075
Chimbote_138_kV,Huallanca_138_kV,cc4,AC,0,0.211644612,98,1.888684214,0.075
Huallanca_138_kV,KimanAyllu_138_kV,cc4,AC,0,0.016947826,137.2,0.301426818,0.075
SEPANU_138_kV,SEPAEX_138_kV,cc4,AC,0,0.025748099,83.3,0.266300391,0.075
Yuncan_138_kV,Yaupi_138_kV,cc4,AC,0,0.036140216,172.48,0.622526576,0.075
Carhuamayo_138_kV,Caripa_138_kV,cc4,AC,0,0.137229207,134.6912,1.665401378,0.075
Caripa_138_kV,Oroya_138_kV,cc4,AC,0,0.052516019,134.6912,0.696029729,0.075
Caripa_138_kV,Condorcocha_138_kV,cc4,AC,0,0.03078765,114.66,0.39498337,0.075
Carhuamayo_138_kV,Paragsha_138_kV,cc4,AC,0,0.159821193,134.6912,1.889983241,0.075
Paragsha_138_kV,SantaLorenza_138_kV,cc4,AC,0,0.154715396,73.5,1.024247304,0.075
SantaLorenza_138_kV,Amarilis_138_kV,cc4,AC,0,0.092509137,73.5,0.69444005,0.075
PiedraBlanca_138_kV,TingoMaria_138_kV,cc4,AC,0,0.073585079,44.1,0.383773362,0.075
Amarilis_138_kV,PiedraBlanca_138_kV,cc4,AC,0,0.145531409,44.1,0.666027943,0.075
Huanuco_138_kV,Amarilis_138_kV,cc4,AC,0,0.01710113,98,0.180207514,0.075
Amarilis_138_kV,HuanucoNueva_138_kV,cc4,AC,0,0.002643142,147,0.129654372,0.075
TingoMaria_138_kV,Aucayacu_138_kV,cc4,AC,0,0.120294371,44.1,0.553416453,0.075
Aucayacu_138_kV,Tocache_138_kV,cc4,AC,0,0.288587889,44.1,1.21249438,0.075
Tocache_138_kV,Bellavista_138_kV,cc4,AC,0,0.392251103,44.1,1.647386265,0.075
Bellavista_138_kV,Picota_138_kV,cc4,AC,0,0.089141987,44.1,0.447648756,0.075
Tarapoto_138_kV,Moyobamba_138_kV,cc4,AC,0,0.25958671,44.1,1.121762286,0.075
Aguaytia_138_kV,CampoVerde_138_kV,cc4,AC,0,0.277128544,78.4,2.074950454,0.075
CampoVerde_138_kV,Pucallpa_138_kV,cc4,AC,0,0.06089603,78.4,0.530142951,0.075
Aguaytia_138_kV,Pucallpa_138_kV,cc4,AC,0,0.338024575,78.4,2.510003641,0.075
Moquegua_138_kV,Botiflaca_138_kV,cc4,AC,0,0.081386526,156.8,1.205806823,0.075
Moquegua_138_kV,MillSite_138_kV,cc4,AC,0,0.108511153,98,0.922146774,0.075
Moquegua_138_kV,Toquepala_138_kV,cc4,AC,0,0.108455104,78.4,0.756393613,0.075
Moquegua_138_kV,SPCC_138_kV,cc4,AC,0,0.148034972,127.4,1.667032081,0.075
Moquegua_138_kV,MoqueguaC_138_kV,cc4,AC,0,0.016068053,112.7,0.242473374,0.075
MillSite_138_kV,Botiflaca_138_kV,cc4,AC,0,0.086139519,58.8,0.523143031,0.075
MillSite_138_kV,Ilo3_138_kV,cc4,AC,0,0.168045374,99.96,1.504717871,0.075
Ilo3_138_kV,IloELS_138_kV,cc4,AC,0,0.065612256,73.5,0.503438483,0.075
IloELS_138_kV,SPCC_138_kV,cc4,AC,0,0.036808759,58.8,0.278358079,0.075
Toquepala_138_kV,Aricota_138_kV,cc4,AC,0,0.092995169,73.5,0.65578828,0.075
Puno_138_kV,Totorani_138_kV,cc4,AC,0,0.027774627,130.34,0.396222247,0.075
Juliaca_138_kV,Puno_138_kV,cc4,AC,0,0.097784604,78.4,0.72734409,0.075
Azangaro_138_kV,Maravilla_138_kV,cc4,AC,0,0.178390832,88.2,1.392706328,0.075
Maravilla_138_kV,Juliaca_138_kV,cc4,AC,0,0.027749685,88.2,0.29694123,0.075
Azangaro_138_kV,Putina_138_kV,cc4,AC,0,0.104967129,130.34,1.233143278,0.075
Putina_138_kV,Ananea_138_kV,cc4,AC,0,0.13025252,130.34,1.507287472,0.075
Azangaro_138_kV,SanGaban_138_kV,cc4,AC,0,0.421002363,117.6,4.17825655,0.075
Azangaro_138_kV,SanRafael_138_kV,cc4,AC,0,0.235978035,117.6,2.383764983,0.075
SanRafael_138_kV,SanGaban_138_kV,cc4,AC,0,0.202123419,117.6,2.055419933,0.075
SanGaban_138_kV,Mazuco_138_kV,cc4,AC,0,0.195336604,109.76,1.742197722,0.075
Mazuco_138_kV,PuertoMaldonado_138_kV,cc4,AC,0,0.44435467,105.84,3.687584474,0.075
Ayaviri_138_kV,Azangaro_138_kV,cc4,AC,0,0.112055871,88.2,0.910185206,0.075
Tintaya_138_kV,Ayaviri_138_kV,cc4,AC,0,0.218033239,88.2,1.681065564,0.075
Tintaya_138_kV,Combapata_138_kV,cc4,AC,0,0.264296576,107.8,2.423067279,0.075
Combapata_138_kV,Quencoro_138_kV,cc4,AC,0,0.2336182,107.8,2.15098432,0.075
Quencoro_138_kV,Dolorespata_138_kV,cc4,AC,0,0.02276771,70.56,0.223351953,0.075
Dolorespata_138_kV,Cachimayo_138_kV,cc4,AC,0,0.035529301,69.58,0.299824822,0.075
Quencoro_138_kV,ParqueInd_138_kV,cc4,AC,0,0.014418715,70.56,0.178137225,0.075
Quencoro_138_kV,Kayra_138_kV,cc4,AC,0,0.009860134,147,0.283484466,0.075
Machupicchu_138_kV,Cachimayo_138_kV,cc4,AC,0,0.214399758,82.32,1.504461552,0.075
Cachimayo_138_kV,Quencoro_138_kV,cc4,AC,0,0.056745652,82.32,0.468111273,0.075
Machupicchu_138_kV,Suriray_138_kV,cc4,AC,0,0.014109168,245,0.550590558,0.075
Cachimayo_138_kV,Abancay_138_kV,cc4,AC,0,0.235676329,88.2,1.800254048,0.075
Abancay_138_kV,Tamburco_138_kV,cc4,AC,0,0.032707729,88.2,0.331736578,0.075
Callalli_138_kV,Tintaya_138_kV,cc4,AC,0,0.242234405,107.8,2.219122539,0.075
Santuario_138_kV,Callalli_138_kV,cc4,AC,0,0.239018904,107.8,2.190927414,0.075
Socabaya_138_kV,Santuario_138_kV,cc4,AC,0,0.057369565,147,0.691993384,0.075
Santuario_138_kV,Socabaya_138_kV,cc4,AC,0,0.057369565,132.3,0.691993384,0.075
Socabaya_138_kV,CerroVerde_138_kV,cc4,AC,0,0.029931947,55.86,0.226581576,0.075
CerroVerde_138_kV,Reparticion_138_kV,cc4,AC,0,0.063745169,88.2,0.537240593,0.075
Reparticion_138_kV,Mollendo_138_kV,cc4,AC,0,0.177377862,88.2,1.325422506,0.075
Oroya_138_kV,Oroya_50_kV,cc4,AC,0,0.133333333,9999,1000,0.075
Carhuamayo_138_kV,Carhuamayo_50_kV,cc4,AC,0,0.176666667,9999,1000,0.075
Paragsha_138_kV,Paragsha_50_kV,cc4,AC,0,0.072727273,9999,1000,0.075
Pucallpa_138_kV,Pucallpa_60_kV,cc4,AC,0,0.097045455,9999,1000,0.075
Aricota_138_kV,Aricota_66_kV,cc4,AC,0,0.130333333,9999,1000,0.075
Paragsha_50_kV,Excelsior_50_kV,cc4,AC,0,0.022873717,9999,1000,0.075
Excelsior_50_kV,Carhuamayo_50_kV,cc4,AC,0,0.725800452,9999,1000,0.075
Carhuamayo_50_kV,Malpaso_50_kV,cc4,AC,0,1.36319568,9999,1000,0.075
Malpaso_50_kV,Oroya_50_kV,cc4,AC,0,0.366905232,9999,1000,0.075
OroyaCH_50_kV,Malpaso_50_kV,cc4,AC,0,0.355609848,9999,1000,0.075
OroyaCH_50_kV,Pzinc_50_kV,cc4,AC,0,0.078951348,9999,1000,0.075
Oroya_50_kV,Pzinc_50_kV,cc4,AC,0,0.045600152,9999,1000,0.075
Cobriza_69_kV,Machahuay_69_kV,cc4,AC,0,0.556608982,9999,1000,0.075
Machahuay_69_kV,Huanta_69_kV,cc4,AC,0,0.499528544,9999,1000,0.075
Huanta_69_kV,Mollepata_69_kV,cc4,AC,0,0.420829994,9999,1000,0.075
Huayucachi_60_kV,Huancayo_60_kV,cc4,AC,0,0.126023995,9999,1000,0.075
Huancayo_60_kV,PIndustrial_60_kV,cc4,AC,0,0.12854289,9999,1000,0.075
Huayucachi_60_kV,PIndustrial_60_kV,cc4,AC,0,0.140944612,9999,1000,0.075
PIndustrial_60_kV,Orcotuna_60_kV,cc4,AC,0,0.13902489,9999,1000,0.075
Callahuanca_60_kV,Huampani_60_kV,cc4,AC,0,0.31725,9999,1000,0.075
Huampani_60_kV,nhanha_60_kV,cc4,AC,0,0.096442444,9999,1000,0.075
nhanha_60_kV,Huachipa_60_kV,cc4,AC,0,0.265850805,9999,1000,0.075
Callahuanca_60_kV,Huachipa_60_kV,cc4,AC,0,0.51612,9999,1000,0.075
Callahuanca_60_kV,Moyopampa_60_kV,cc4,AC,0,0.166628583,9999,1000,0.075
Huachipa_60_kV,SantaRosaLDS_60_kV,cc4,AC,0,0.165924,9999,1000,0.075
Huachipa_60_kV,Planicie_60_kV,cc4,AC,0,0.179831733,9999,1000,0.075
Manchay_60_kV,Planicie_60_kV,cc4,AC,0,0.064775667,9999,1000,0.075
Huachipa_60_kV,SanMiguel_60_kV,cc4,AC,0,0.138758222,9999,1000,0.075
Moyopampa_60_kV,SantaRosaEDN_60_kV,cc4,AC,0,0.501590556,9999,1000,0.075
SantaRosaLDS_60_kV,Puente_60_kV,cc4,AC,0,0.083346667,9999,1000,0.075
Puente_60_kV,Huachipa_60_kV,cc4,AC,0,0.16944675,9999,1000,0.075
Puente_60_kV,Balnearios_60_kV,cc4,AC,0,0.131448611,9999,1000,0.075
Balnearios_60_kV,Salamanca_60_kV,cc4,AC,0,0.054670583,9999,1000,0.075
Balnearios_60_kV,Moyopampa_60_kV,cc4,AC,0,0.565076889,9999,1000,0.075
SanJuan_60_kV,Pachacutec_60_kV,cc4,AC,0,0.053004083,9999,1000,0.075
SanJuan_60_kV,Praderas_60_kV,cc4,AC,0,0.366138086,9999,1000,0.075
Salamanca_60_kV,Moyopampa_60_kV,cc4,AC,0,0.536311111,9999,1000,0.075
Mirador_60_kV,SantaRosaEDN_60_kV,cc4,AC,0,0.284232667,9999,1000,0.075
Chavarria_60_kV,Mirones_60_kV,cc4,AC,0,0.1078229,9999,1000,0.075
Mirones_60_kV,Barsi_60_kV,cc4,AC,0,0.175354667,9999,1000,0.075
Chavarria_60_kV,Naranjal_60_kV,cc4,AC,0,0.048667125,9999,1000,0.075
Naranjal_60_kV,Chillon_60_kV,cc4,AC,0,0.135562954,9999,1000,0.075
Chavarria_60_kV,Oquendo_60_kV,cc4,AC,0,0.099126103,9999,1000,0.075
Oquendo_60_kV,Chillon_60_kV,cc4,AC,0,0.08937692,9999,1000,0.075
Chavarria_60_kV,PuentePiedra_60_kV,cc4,AC,0,0.180864444,9999,1000,0.075
Chavarria_60_kV,Zapallal_60_kV,cc4,AC,0,0.43815575,9999,1000,0.075
Chillon_60_kV,Zapallal_60_kV,cc4,AC,0,0.1616812,9999,1000,0.075
Huarangal_60_kV,PuentePiedra_60_kV,cc4,AC,0,0.116626138,9999,1000,0.075
PuentePiedra_60_kV,Zapallal_60_kV,cc4,AC,0,0.073704378,9999,1000,0.075
Zapallal_60_kV,Lomera_60_kV,cc4,AC,0,0.765480417,9999,1000,0.075
Chilca_60_kV,SanBartolo_60_kV,cc4,AC,0,0.206751471,9999,1000,0.075
SanBartolo_60_kV,Praderas_60_kV,cc4,AC,0,0.15873,9999,1000,0.075
Chilca_60_kV,Bujama_60_kV,cc4,AC,0,0.37011975,9999,1000,0.075
Independencia_60_kV,PuebloNuevo_60_kV,cc4,AC,0,0.5707,9999,1000,0.075
Marcona_60_kV,Nazca_60_kV,cc4,AC,0,0.77175,9999,1000,0.075
Aricota_66_kV,Tomasiri_66_kV,cc4,AC,0,0.615121212,9999,1000,0.075
Tomasiri_66_kV,Tacna_66_kV,cc4,AC,0,0.373504132,9999,1000,0.075
Celendin_500_kV,Trujillo_500_kV,cc4,AC,0,0.0118558,1372,12.61455512,0.075
Celendin_500_kV,Piura_500_kV,cc4,AC,0,0.02372656,1372,24.1787621,0.075
Celendin_500_kV,Jaen_500_kV,cc4,AC,0,0.00996008,1372,10.75933475,0.075
Jaen_500_kV,Piura_500_kV,cc4,AC,0,0.0139568,1372,14.65529753,0.075
Paramonga_500_kV,Chimbote_500_kV,cc4,AC,0,0.012836062,1372,13.60400598,0.075
Carabayllo_500_kV,Paramonga_500_kV,cc4,AC,0,0.01106557,1372,11.87246697,0.075
Yuncan_500_kV,Yanango_500_kV,cc4,AC,0,0.007608,1372,4.760788881,0.075
Yuncan_500_kV,Paramonga_500_kV,cc4,AC,0,0.017752,1372,18.36573827,0.075
Yanango_500_kV,Yungas_500_kV,cc4,AC,0,0.014582,1372,15.27370432,0.075
Yungas_500_kV,Paramonga_500_kV,cc4,AC,0,0.009193,1372,10.0172466,0.075
Huanuco_500_kV,Paramonga_500_kV,cc4,AC,0,0.013947996,1372,14.65529753,0.075
Huanuco_500_kV,Tocache_500_kV,cc4,AC,0,0.013947996,1372,14.65529753,0.075
Tocache_500_kV,Celendin_500_kV,cc4,AC,0,0.017434992,1372,18.05653487,0.075
Tocache_500_kV,Chimbote_500_kV,cc4,AC,0,0.0163572,1372,17.00524333,0.075
Mara_I_500_kV,Tocache_500_kV,cc4,AC,0,0.006657,1372,7.543619438,0.075
Mara_II_500_kV,Tocache_500_kV,cc4,AC,0,0.006657,1372,7.543619438,0.075
Colcabamba_500_kV,Abancay_500_kV,cc4,AC,0,0.0176252,1372,18.24205691,0.075
Abancay_500_kV,Onocora_500_kV,cc4,AC,0,0.0113486,1372,12.11982969,0.075
Onocora_500_kV,Yarabamba_500_kV,cc4,AC,0,0.0175618,1372,18.18021623,0.075
Poroma_500_kV,Cotaruse_500_kV,cc4,AC,0,0.01585,1372,16.5105179,0.075
Celendin_500_kV,Celendin_220_kV,cc4,AC,0,0.021733333,735,4.131252877,0.075
Paramonga_500_kV,Paramonga_220_kV,cc4,AC,0,0.028333333,735,4.131252877,0.075
Carapongo_500_kV,Cajamarquilla_220_kV,cc4,AC,0,0.027166667,588,2.324480709,0.075
Independencia_500_kV,Independencia_220_kV,cc4,AC,0,0.027066667,588,3.486721064,0.075
Montalvo_500_kV,Moquegua_220_kV,cc4,AC,0,0.022533333,735,2.754168585,0.075
Yuncan_500_kV,Yuncan_220_kV,cc4,AC,0,0.028333333,735,4.131252877,0.075
Yungas_500_kV,Yungas_220_kV,cc4,AC,0,0.028333333,735,4.131252877,0.075
Cotaruse_500_kV,Cotaruse_220_kV,cc4,AC,0,0.028333333,735,4.131252877,0.075
Abancay_500_kV,Abancay_220_kV,cc4,AC,0,0.028333333,735,4.131252877,0.075
Onocora_500_kV,Onocora_220_kV,cc4,AC,0,0.028333333,735,4.131252877,0.075
Olmos_220_kV,Chiclayo_220_kV,cc4,AC,0,0.050991736,9999,1.442260483,0.075
Celendin_220_kV,Cajamarca_220_kV,cc4,AC,0,0.026828512,882,3.244997239,0.075
TingoMariaN_220_kV,Huanuco_220_kV,cc4,AC,0,0.069580826,441,3.288264351,0.075
BeloHorizonte_220_kV,TingoMaria_220_kV,cc4,AC,0,0.020867769,9999,0.870537243,0.075
Paramonga_500_kV,Trujillo_500_kV,cc4,AC,0,0.022072076,1372,22.57956214,0.075
Planicie_500_kV,Carapongo_500_kV,cc4,AC,0,0.00154696,1372,1.804804424,0.075
Colcabamba_500_kV,Carapongo_500_kV,cc4,AC,0,0.017118,1372,17.74733148,0.075
Colcabamba_500_kV,Independencia_500_kV,cc4,AC,0,0.016484,1372,17.12892469,0.075
Mara_I_500_kV,Trujillo_500_kV,cc4,AC,0,0.0091296,1372,9.95540592,0.075
Mara_II_500_kV,Chimbote_500_kV,cc4,AC,0,0.0091296,1372,9.95540592,0.075
LaNinha_500_kV,Veracruz_500_kV,cc4,AC,0,0.011412,9999,12.18167036,0.075
ColSur_500_kV,Inambari_500_kV,cc4,AC,0,0.026628,1372,27.02343333,0.075
Poroma_500_kV,ColSur_500_kV,cc4,AC,0,0.02219,1372,22.6945858,0.075
Colcabamba_500_kV,Carabayllo_500_kV,cc4,AC,0,0.02219,1372,22.6945858,0.075
Colcabamba_500_kV,ColSur_500_kV,cc4,AC,0,0.006974,1372,7.852822833,0.075
ColSur_500_kV,Mainique1_500_kV,cc4,AC,0,0.006974,1372,7.852822833,0.075
Brasil_500_kV,Inambari_500_kV,cc4,AC,0,0.01902,1372,19.60255185,0.075
Colcabamba_500_kV,Paquitzapango_500_kV,cc4,AC,0,0.005706,2156,9.796387031,0.075
Paquitzapango_500_kV,Tambo40_500_kV,cc4,AC,0,0.003804,2156,6.881040734,0.075
Tambo40_500_kV,Tambo60_500_kV,cc4,AC,0,0.003804,2156,6.881040734,0.075
Aguaytia_220_kV,Pucallpa_220_kV,cc4,AC,0,0.136683884,441,4.807856917,0.075
LasBambas_220_kV,Constancia_220_kV,cc4,AC,0,0.075500033,441,2.31983115,0.075
Colcabamba_220_kV,Abancay_220_kV,cc4,AC,0,0.286940826,441,8.36541333,0.075
Abancay_220_kV,LasBambas_220_kV,cc4,AC,0,0.108874711,441,3.274090512,0.075
Pucallpa_220_kV,Pucallpa_138_kV,cc4,AC,0,0.046875,117.6,0.65762002,0.075
Desierto_220_kV,Independencia_220_kV,cc4,AC,0,0.059225207,148.96,0.161110275,0.075
Pomacocha_220_kV,Planicie_220_kV,cc4,AC,0,0.104772934,245,0.290413712,0.075
Planicie_220_kV,SanJuan_220_kV,cc4,AC,0,0.025006198,245,0.274990294,0.075
Cantera_220_kV,Desierto_220_kV,cc4,AC,0,0.022349417,148.96,0.161110275,0.075
ChilcaREP_220_kV,Cantera_220_kV,cc4,AC,0,0.084461293,148.96,0.161110275,0.075
Celendin_500_kV,Veracruz_500_kV,cc4,AC,0,0.006974,980,7.852822833,0.075
San_Gaban_220_kV,Onocora_220_kV,cc4,AC,0,0.110371377,980,4.214385104,0.075
San_Gaban_220_kV,Azangaro_220_kV,cc4,AC,0,0.131507669,980,4.990593634,0.075
